0.0293817000929,0.125,0.128,0.122,0.028,5.052,8.248,10.477,3.316,0.113,0.119,0.242,0.093,0.198,0.21,0.502,0.619,0.115,0.224,0.273,0.195,0.19,0.451,0.439,0.357,0.149,1.474,0.977,2.851,0.348,1.928,1.749,4.056,0.166,1.768,1.263,1.589,0.21,1.463,1.267,3.463,0.107,0.167,0.149,0.046,0.213,0.165,0.088,0.01,0.17,0.122,0.091,0.036,0.092,0.17,0.151,0.018,0.195,0.05,0.079,0.024,0.113,0.272,0.116,0.071,0.458,0.218,0.161,0.081,7.373,5.683,11.397,4.254,7.101,9.217,10.327,3.723,1.657,8.148,10.194,2.88,5.187,14.243,10.998,1.778,5.467,13.617,9.143,2.799,3.417,10.348,9.598,1.121,3.443,16.005,12.139,2.445,7.118,13.178,7.189,2.656,4.705,7.165,6.956,2.89,4.313,10.687,5.852,4.619,6.526,12.904,7.869,2.635,4.642,6.869,5.89,3.174,3.9,7.924,4.86,3.429,2.181,4.012,4.674,2.754,1.705,9.613,7.842,2.592
0.14913470007,0.115,0.099,0.12,0.028,5.212,9.252,9.632,3.153,0.116,0.108,0.239,0.097,0.209,0.199,0.457,0.617,0.122,0.216,0.246,0.204,0.173,0.413,0.406,0.375,0.12,1.529,0.93,2.877,0.334,1.863,1.504,4.124,0.172,1.711,1.14,1.667,0.162,1.489,1.145,3.499,0.109,0.156,0.148,0.056,0.19,0.184,0.077,0.009,0.175,0.149,0.105,0.043,0.103,0.173,0.144,0.016,0.171,0.037,0.061,0.028,0.094,0.319,0.123,0.086,0.445,0.231,0.16,0.081,6.917,5.653,11.007,4.374,7.498,9.049,9.894,3.747,1.698,8.637,9.252,2.821,6.95,15.034,10.145,1.767,6.564,13.978,8.3,2.76,4.873,10.683,8.627,1.167,3.294,16.21,9.687,2.631,6.775,12.927,6.826,2.63,5.619,7.706,7.213,2.872,5.031,11.169,5.043,4.526,6.941,12.928,8.067,2.469,5.541,7.689,5.478,3.207,5.143,8.776,4.503,3.463,2.381,4.434,4.63,2.815,2.014,10.372,7.983,2.646
0.269459499978,0.121,0.069,0.112,0.027,5.369,9.949,8.921,3.035,0.132,0.093,0.222,0.101,0.211,0.204,0.414,0.612,0.13,0.203,0.228,0.23,0.152,0.36,0.371,0.405,0.114,1.506,0.868,2.913,0.33,1.727,1.325,4.219,0.173,1.561,0.979,1.766,0.143,1.446,1.039,3.561,0.132,0.144,0.149,0.068,0.162,0.197,0.068,0.01,0.172,0.17,0.121,0.049,0.116,0.172,0.146,0.018,0.158,0.029,0.052,0.035,0.102,0.36,0.137,0.105,0.442,0.225,0.164,0.079,6.902,5.557,10.356,4.486,8.099,8.47,9.741,3.765,1.972,9.208,8.593,2.77,8.877,15.176,9.646,1.778,7.807,13.833,7.857,2.709,6.624,10.497,7.889,1.241,3.267,16.147,7.933,2.811,6.151,12.546,7.067,2.56,6.292,7.829,7.229,2.905,5.59,11.225,4.472,4.468,7.384,12.6,8.288,2.365,6.243,8.427,4.984,3.258,6.348,9.343,4.523,3.515,2.665,4.816,4.404,2.889,2.252,10.813,8.43,2.685
0.405501000001,0.142,0.045,0.102,0.027,5.469,10.321,8.668,2.951,0.166,0.082,0.196,0.102,0.201,0.231,0.385,0.596,0.133,0.203,0.227,0.261,0.13,0.322,0.342,0.441,0.138,1.447,0.836,2.951,0.327,1.606,1.228,4.323,0.167,1.396,0.853,1.862,0.141,1.361,0.951,3.637,0.167,0.132,0.152,0.076,0.138,0.202,0.065,0.013,0.16,0.177,0.134,0.052,0.125,0.169,0.159,0.022,0.153,0.029,0.05,0.041,0.125,0.378,0.151,0.125,0.427,0.201,0.17,0.073,7.085,5.473,9.628,4.536,8.626,7.925,9.88,3.751,2.406,9.958,8.383,2.743,10.384,14.967,9.709,1.788,8.75,13.541,8.11,2.645,8.094,10.066,7.549,1.309,3.288,16.294,7.166,2.926,5.463,12.4,7.931,2.452,6.543,7.569,7.062,2.969,6.164,10.924,4.185,4.467,7.791,12.202,8.576,2.338,6.509,8.923,4.609,3.316,7.425,9.556,4.95,3.591,2.864,5.151,4.079,2.933,2.405,11.086,9.185,2.707
0.524667900056,0.168,0.031,0.092,0.026,5.446,10.437,8.965,2.888,0.216,0.08,0.167,0.099,0.182,0.277,0.372,0.568,0.135,0.229,0.245,0.286,0.113,0.322,0.328,0.473,0.191,1.4,0.859,2.972,0.316,1.564,1.198,4.41,0.153,1.294,0.802,1.925,0.144,1.27,0.869,3.705,0.206,0.126,0.158,0.079,0.133,0.2,0.064,0.017,0.143,0.168,0.139,0.051,0.127,0.166,0.177,0.027,0.153,0.037,0.053,0.043,0.15,0.362,0.157,0.137,0.38,0.165,0.176,0.064,7.198,5.451,9.029,4.488,8.832,7.815,10.238,3.671,2.96,10.866,8.658,2.743,10.969,14.732,10.291,1.778,9.057,13.431,9.094,2.578,8.746,9.62,7.558,1.348,3.26,16.933,7.22,2.947,4.836,12.586,9.056,2.341,6.353,7.08,6.82,3.03,6.725,10.377,4.1,4.52,8.057,11.879,8.814,2.381,6.283,9.107,4.504,3.366,8.34,9.498,5.655,3.694,2.873,5.425,3.781,2.917,2.457,11.392,10.068,2.714
0.644386600005,0.192,0.03,0.085,0.024,5.253,10.41,9.628,2.86,0.268,0.089,0.141,0.09,0.161,0.336,0.372,0.529,0.142,0.287,0.276,0.294,0.103,0.366,0.33,0.494,0.26,1.397,0.943,2.955,0.294,1.618,1.194,4.457,0.136,1.292,0.833,1.94,0.143,1.209,0.793,3.745,0.241,0.128,0.165,0.073,0.159,0.195,0.065,0.02,0.124,0.145,0.134,0.046,0.122,0.163,0.19,0.031,0.15,0.055,0.058,0.04,0.17,0.312,0.153,0.137,0.306,0.127,0.175,0.053,7.079,5.508,8.729,4.354,8.497,8.317,10.702,3.523,3.404,11.749,9.324,2.771,10.307,14.738,11.151,1.737,8.53,13.677,10.489,2.525,8.268,9.297,7.801,1.345,3.137,18.03,7.807,2.885,4.311,12.883,10.053,2.269,5.867,6.567,6.695,3.063,7.22,9.699,4.196,4.603,8.036,11.588,8.924,2.471,5.663,9.036,4.773,3.398,8.981,9.354,6.477,3.811,2.711,5.625,3.683,2.84,2.42,11.836,10.836,2.719
0.779341000016,0.208,0.044,0.081,0.02,4.881,10.328,10.264,2.899,0.303,0.103,0.123,0.077,0.146,0.4,0.377,0.483,0.159,0.366,0.314,0.285,0.102,0.438,0.347,0.498,0.326,1.442,1.071,2.892,0.279,1.735,1.199,4.457,0.12,1.376,0.927,1.911,0.131,1.204,0.737,3.745,0.268,0.139,0.171,0.062,0.216,0.19,0.067,0.022,0.112,0.115,0.12,0.039,0.11,0.158,0.191,0.032,0.14,0.08,0.064,0.033,0.179,0.241,0.144,0.127,0.231,0.099,0.166,0.043,6.748,5.615,8.744,4.185,7.597,9.284,11.135,3.341,3.642,12.318,10.127,2.834,8.624,15.069,12.044,1.664,7.377,14.234,11.844,2.506,6.856,9.111,8.191,1.293,2.986,19.262,8.754,2.78,3.852,12.919,10.721,2.254,5.263,6.174,6.801,3.06,7.532,9.031,4.544,4.685,7.64,11.174,8.897,2.581,4.85,8.826,5.366,3.399,9.232,9.32,7.292,3.923,2.402,5.716,3.857,2.722,2.344,12.364,11.3,2.737
0.89908880007,0.215,0.068,0.08,0.016,4.341,10.237,10.599,3.027,0.307,0.115,0.114,0.063,0.142,0.464,0.385,0.435,0.186,0.444,0.347,0.265,0.109,0.511,0.374,0.483,0.368,1.512,1.213,2.79,0.282,1.851,1.209,4.412,0.108,1.496,1.043,1.853,0.114,1.251,0.734,3.704,0.285,0.155,0.173,0.049,0.286,0.19,0.071,0.022,0.108,0.087,0.101,0.032,0.095,0.148,0.179,0.03,0.123,0.106,0.072,0.025,0.177,0.167,0.136,0.111,0.183,0.088,0.152,0.036,6.36,5.776,8.996,4.033,6.365,10.387,11.398,3.175,3.526,12.348,10.789,2.939,6.423,15.568,12.822,1.58,5.874,14.899,12.884,2.531,4.974,9.005,8.661,1.207,2.822,20.171,9.959,2.679,3.378,12.413,11.041,2.288,4.659,5.942,7.105,3.03,7.575,8.532,5.147,4.754,6.678,10.49,8.751,2.693,4.042,8.591,6.043,3.365,9.003,9.54,7.981,4.015,2.037,5.685,4.242,2.586,2.283,12.808,11.374,2.791
1.01956869999,0.211,0.095,0.082,0.013,3.671,10.11,10.734,3.211,0.278,0.117,0.113,0.051,0.147,0.517,0.402,0.394,0.215,0.496,0.367,0.242,0.123,0.556,0.4,0.451,0.375,1.566,1.349,2.674,0.315,1.909,1.233,4.345,0.099,1.585,1.139,1.782,0.101,1.321,0.802,3.631,0.3,0.168,0.168,0.036,0.345,0.197,0.08,0.022,0.113,0.068,0.082,0.026,0.082,0.132,0.158,0.025,0.108,0.126,0.082,0.019,0.166,0.108,0.134,0.095,0.176,0.096,0.134,0.034,6.075,6.02,9.43,3.907,5.112,11.276,11.516,3.059,3.15,11.787,11.244,3.066,4.346,15.878,13.445,1.524,4.478,15.364,13.73,2.58,3.177,8.884,9.153,1.114,2.735,20.346,11.318,2.624,2.863,11.353,11.112,2.343,4.113,5.804,7.525,2.989,7.246,8.285,5.919,4.819,5.411,9.513,8.513,2.799,3.374,8.356,6.607,3.312,8.302,9.976,8.564,4.084,1.664,5.532,4.778,2.455,2.255,12.948,11.184,2.881
1.156082,0.198,0.115,0.091,0.012,3.008,9.868,11.041,3.398,0.229,0.112,0.115,0.041,0.158,0.55,0.435,0.37,0.237,0.502,0.372,0.221,0.142,0.558,0.427,0.406,0.352,1.564,1.477,2.576,0.367,1.884,1.29,4.282,0.092,1.594,1.195,1.718,0.107,1.375,0.938,3.551,0.326,0.171,0.159,0.028,0.371,0.21,0.093,0.021,0.123,0.061,0.071,0.022,0.081,0.114,0.141,0.021,0.107,0.135,0.101,0.018,0.154,0.071,0.14,0.084,0.204,0.117,0.12,0.036,5.953,6.339,10.049,3.81,4.128,11.736,11.706,3.001,2.608,10.746,11.616,3.188,2.858,15.633,13.917,1.534,3.468,15.341,14.677,2.624,1.838,8.659,9.638,1.047,2.718,19.564,12.722,2.629,2.37,9.922,11.16,2.387,3.832,5.648,7.938,2.961,6.531,8.239,6.794,4.898,4.088,8.377,8.282,2.895,2.887,8.044,7.017,3.264,7.263,10.414,9.228,4.13,1.426,5.268,5.397,2.345,2.195,12.588,11.044,2.981
1.27451460005,0.182,0.123,0.106,0.012,2.401,9.336,11.832,3.544,0.178,0.108,0.121,0.036,0.168,0.552,0.488,0.369,0.245,0.458,0.365,0.205,0.162,0.52,0.453,0.359,0.31,1.481,1.604,2.524,0.429,1.775,1.393,4.235,0.085,1.498,1.206,1.673,0.136,1.378,1.119,3.483,0.376,0.16,0.15,0.025,0.36,0.224,0.11,0.02,0.133,0.064,0.069,0.019,0.104,0.097,0.134,0.018,0.124,0.133,0.126,0.022,0.148,0.052,0.151,0.079,0.249,0.14,0.114,0.042,6.033,6.7,10.792,3.753,3.581,11.64,12.204,2.993,2.032,9.389,12.036,3.289,2.156,14.592,14.357,1.623,2.978,14.597,15.97,2.645,1.183,8.249,10.162,1.025,2.815,17.846,14.042,2.679,1.996,8.346,11.364,2.391,3.735,5.357,8.199,2.966,5.674,8.22,7.685,5.011,3.147,7.165,8.12,2.966,2.635,7.536,7.349,3.245,6.242,10.614,10.14,4.165,1.342,4.9,6.015,2.272,2.128,11.68,11.274,3.063
